,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1,1,0,2,1.0,3,1.5,7,11,5,28,1.21739130435,34,1.47826086957,1,1,1,2,0.666666666667,2,0.666666666667,7,11,5,28,1.21739130435,34,1.47826086957,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,35,Balanced,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,180.801818182,75.296272,180.570909091,76.657048,,,,72.25,65.0,67.81818181818181,72.18181818181819,66.6,70.5,65.5,7 days 00:00:00.000000000,-17 days +00:00:00.000000000,6071,4769,4769,2011/2012,24,7819,4087,2.25,3.1,3.4,4-2-2-2,4-2-2-2,D
0,1,1,0,4,2.0,3,1.5,6,12,5,26,1.13043478261,42,1.82608695652,0,1,2,4,1.33333333333,6,2.0,6,12,5,26,1.13043478261,42,1.82608695652,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,180.109090909,72.3273061818,182.649090909,77.1931112727,,,,,,72.18181818181819,75.0,71.2,73.0,73.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6072,4769,4769,2011/2012,24,9836,9831,2.38,3.2,3.0,4-2-3-1,4-1-4-1,H
0,0,0,2,1,0.5,1,0.5,6,8,9,24,1.04347826087,29,1.26086956522,0,1,2,5,1.66666666667,7,2.33333333333,6,8,9,24,1.04347826087,29,1.26086956522,35,Balanced,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover,65,Balanced,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,177.569090909,72.9870763636,178.261818182,76.9869330909,,,,75.5,67.0,78.18181818181819,80.45454545454545,77.2,77.0,81.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6073,4769,4769,2011/2012,24,8689,8639,3.25,3.2,2.25,4-2-2-2,4-1-4-1,A
0,1,0,1,4,2.0,2,1.0,10,5,8,33,1.4347826087,23,1.0,2,1,0,5,1.66666666667,4,1.33333333333,10,5,8,33,1.4347826087,23,1.0,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,65,Normal,Cover,182.187272727,77.0694043636,182.649090909,75.6673927273,78.0909090909091,81.18181818181819,77.2,78.5,79.0,70.36363636363636,74.54545454545455,71.8,70.0,65.0,-17 days +00:00:00.000000000,7 days 00:00:00.000000000,6074,4769,4769,2011/2012,24,8592,9873,1.44,4.0,8.0,4-2-3-1,4-1-4-1,D
0,0,1,2,3,1.0,5,1.66666666667,5,10,8,22,0.95652173913,30,1.30434782609,1,1,0,3,1.5,2,1.0,5,10,8,22,0.95652173913,30,1.30434782609,35,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,183.110909091,80.8630829091,180.801818182,76.3683985455,,,,68.5,71.5,71.45454545454545,76.54545454545455,71.0,72.0,71.66666666666667,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6075,4769,4769,2011/2012,24,8481,9941,2.5,3.2,2.8,4-2-2-2,4-1-4-1,A
0,2,0,0,6,3.0,2,1.0,15,3,5,38,1.65217391304,19,0.826086956522,2,0,1,2,0.666666666667,0,0.0,15,3,5,38,1.65217391304,19,0.826086956522,35,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,183.572727273,78.1415309091,180.801818182,77.9765883636,79.36363636363636,82.27272727272727,79.6,78.4,83.0,74.0909090909091,77.27272727272727,74.4,72.0,74.75,7 days 00:00:00.000000000,8 days 00:00:00.000000000,6076,4769,4769,2011/2012,24,9847,10249,1.8,3.3,4.75,4-1-4-1,4-2-3-1,D
0,2,1,0,5,1.66666666667,3,1.0,11,6,6,29,1.26086956522,26,1.13043478261,1,1,0,1,0.5,3,1.5,11,6,6,29,1.26086956522,26,1.13043478261,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,182.187272727,79.2548930909,184.034545455,80.1620770909,71.54545454545455,76.0909090909091,71.8,72.5,70.75,73.0,78.45454545454545,71.2,74.5,74.5,7 days 00:00:00.000000000,8 days 00:00:00.000000000,6077,4769,4769,2011/2012,24,9853,9851,2.3,3.1,3.25,4-2-3-1,4-2-3-1,H
0,0,2,0,0,0.0,3,1.5,4,12,7,22,0.95652173913,38,1.65217391304,0,2,1,1,0.333333333333,3,1.0,4,12,7,22,0.95652173913,38,1.65217391304,50,Balanced,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,35,Balanced,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,181.725454545,76.8219905455,183.110909091,76.3271629091,,,69.6,,70.0,,,73.0,71.66666666666667,,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6078,4769,4769,2011/2012,24,9874,8583,2.4,3.1,3.1,4-1-3-2,4-1-4-1,D
0,1,0,2,3,1.0,2,0.666666666667,5,11,8,25,1.04166666667,42,1.75,1,1,0,2,1.0,4,2.0,5,11,8,25,1.04166666667,42,1.75,65,Balanced,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,181.725454545,74.84268,182.187272727,74.5127949091,67.18181818181819,70.0,68.8,66.5,65.5,67.72727272727273,73.0,65.8,69.25,69.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6079,4769,4769,2011/2012,25,8576,9836,2.3,3.25,3.1,4-2-3-1,4-2-2-2,H
0,0,1,1,2,1.0,4,2.0,4,11,9,30,1.25,38,1.58333333333,0,2,1,2,0.666666666667,4,1.33333333333,4,11,9,30,1.25,38,1.58333333333,35,Balanced,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,183.572727273,76.9044618182,183.341818182,80.2445483636,71.63636363636364,75.63636363636364,73.2,73.0,67.66666666666667,72.63636363636364,78.18181818181819,73.2,71.75,73.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6080,4769,4769,2011/2012,25,8583,9853,2.63,3.1,2.75,4-1-4-1,4-2-2-2,D
0,1,1,1,2,0.666666666667,2,0.666666666667,4,6,14,21,0.875,22,0.916666666667,0,1,1,0,0.0,1,0.5,4,6,14,21,0.875,22,0.916666666667,65,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover,181.494545455,75.749864,180.109090909,74.9663869091,69.18181818181819,74.0909090909091,71.4,69.5,66.25,76.81818181818181,81.0909090909091,76.8,78.25,74.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,6081,4769,4769,2011/2012,25,8521,8592,4.0,3.2,2.0,4-2-3-1,4-2-2-2,H
0,1,0,1,2,1.0,0,0.0,6,9,9,33,1.375,37,1.54166666667,0,2,1,4,1.33333333333,8,2.66666666667,6,9,9,33,1.375,37,1.54166666667,35,Balanced,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,35,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,180.801818182,75.4612145455,182.649090909,81.1517323636,68.54545454545455,72.18181818181819,67.4,71.75,65.0,69.45454545454545,73.72727272727273,70.6,67.75,70.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6082,4769,4769,2011/2012,25,4087,8481,2.1,3.25,3.5,4-2-2-2,4-2-2-2,H
0,1,1,0,4,2.0,3,1.5,12,9,3,37,1.54166666667,28,1.16666666667,0,2,1,2,0.666666666667,4,1.33333333333,12,9,3,37,1.54166666667,28,1.16666666667,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover,35,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,182.88,77.3580538182,185.881818182,77.9765883636,79.45454545454545,82.0,78.2,79.75,82.0,79.18181818181819,82.36363636363636,80.0,80.66666666666667,76.33333333333333,6 days 00:00:00.000000000,6 days 00:00:00.000000000,6083,4769,4769,2011/2012,25,9748,9847,2.3,3.25,3.1,4-2-2-2,4-1-4-1,D
0,3,0,0,5,1.66666666667,0,0.0,15,4,5,47,1.95833333333,25,1.04166666667,1,0,1,3,1.5,2,1.0,15,4,5,47,1.95833333333,25,1.04166666667,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,50,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,180.34,77.3580538182,181.263636364,76.203456,75.72727272727273,79.27272727272727,75.6,74.5,76.5,74.9090909090909,78.63636363636364,74.16666666666667,77.33333333333333,73.5,6 days 00:00:00.000000000,6 days 00:00:00.000000000,6084,4769,4769,2011/2012,25,10249,9827,1.91,3.3,4.2,4-2-3-1,5-3-2,H
0,0,1,1,0,0.0,1,0.5,4,12,8,22,0.916666666667,29,1.20833333333,0,2,1,1,0.333333333333,5,1.66666666667,4,12,8,22,0.916666666667,29,1.20833333333,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,183.110909091,77.9765883636,181.032727273,76.8632261818,71.54545454545455,74.45454545454545,71.8,69.33333333333333,73.33333333333333,70.0,73.36363636363636,69.6,70.0,70.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6085,4769,4769,2011/2012,25,9831,7819,2.05,3.2,3.75,4-1-4-1,4-2-3-1,H
0,1,1,0,2,1.0,2,1.0,11,7,6,33,1.375,29,1.20833333333,1,1,1,2,0.666666666667,4,1.33333333333,11,7,6,33,1.375,29,1.20833333333,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,181.032727273,77.8116458182,178.261818182,76.7807549091,75.18181818181819,79.27272727272727,74.2,76.5,75.75,76.45454545454545,79.45454545454545,74.2,76.0,80.66666666666667,7 days 00:00:00.000000000,8 days 00:00:00.000000000,6086,4769,4769,2011/2012,25,9851,8639,2.6,3.1,2.8,4-2-3-1,4-1-4-1,D
0,1,1,0,1,0.5,1,0.5,10,7,7,25,1.04166666667,23,0.958333333333,1,2,0,4,1.33333333333,5,1.66666666667,10,7,7,25,1.04166666667,23,0.958333333333,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,181.263636364,76.6982836364,181.494545455,75.1725650909,72.36363636363636,76.81818181818181,73.0,72.33333333333333,71.33333333333333,71.0,77.0909090909091,69.8,73.0,70.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,6087,4769,4769,2011/2012,25,9941,9874,1.53,3.8,6.5,4-1-4-1,4-2-2-2,H
0,1,1,0,2,1.0,2,1.0,7,11,6,24,1.0,27,1.125,1,1,1,4,1.33333333333,4,1.33333333333,7,11,6,24,1.0,27,1.125,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,65,Normal,Cover,35,Balanced,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover,181.956363636,75.4199789091,179.416363636,74.5540305455,72.0909090909091,76.0,71.4,72.5,72.75,69.0,75.18181818181819,71.0,68.25,65.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6088,4769,4769,2011/2012,25,9873,8689,2.0,3.2,4.0,4-2-3-1,4-2-2-2,H
0,2,0,0,3,1.5,0,0.0,9,7,9,30,1.2,28,1.12,1,1,1,5,1.66666666667,5,1.66666666667,9,7,9,30,1.2,28,1.12,50,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,181.956363636,77.2343469091,182.187272727,77.6467032727,74.81818181818181,78.0,74.16666666666667,76.66666666666667,74.0,69.9090909090909,72.9090909090909,71.66666666666667,63.0,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6089,4769,4769,2011/2012,26,9827,9831,1.57,3.6,6.5,5-3-2,5-3-2,A
0,1,0,1,4,2.0,3,1.5,7,12,6,30,1.2,37,1.48,1,2,0,2,0.666666666667,3,1.0,7,12,6,30,1.2,37,1.48,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,180.34,74.6777374545,181.956363636,76.9044618182,69.45454545454545,73.54545454545455,70.4,70.0,68.0,69.72727272727273,73.54545454545455,71.4,68.33333333333333,68.33333333333333,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6090,4769,4769,2011/2012,26,7819,8521,2.1,3.1,3.75,4-2-3-1,4-1-4-1,D
0,1,1,0,4,2.0,2,1.0,7,13,5,30,1.2,44,1.76,0,2,1,3,1.0,6,2.0,7,13,5,30,1.2,44,1.76,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,180.801818182,72.7808981818,178.030909091,75.296272,68.36363636363636,73.81818181818181,65.8,69.0,71.25,73.81818181818181,77.36363636363636,74.6,73.0,73.25,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6091,4769,4769,2011/2012,26,9836,10249,3.8,3.2,2.05,4-2-3-1,4-2-3-1,D
0,1,1,0,7,3.5,5,2.5,12,3,10,43,1.72,27,1.08,2,0,1,3,1.0,1,0.333333333333,12,3,10,43,1.72,27,1.08,65,Balanced,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,35,Balanced,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,177.569090909,76.7807549091,183.572727273,76.9044618182,77.18181818181819,79.72727272727273,74.2,78.66666666666667,80.66666666666667,71.63636363636364,75.63636363636364,73.2,73.0,67.66666666666667,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6092,4769,4769,2011/2012,26,8639,8583,1.4,4.2,9.0,4-1-4-1,4-1-4-1,D
0,0,1,1,1,0.5,2,1.0,6,10,9,24,0.96,32,1.28,0,2,1,3,1.0,7,2.33333333333,6,10,9,24,0.96,32,1.28,35,Balanced,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,180.109090909,74.2653810909,183.341818182,76.2446916364,70.45454545454545,75.81818181818181,71.0,70.25,69.5,74.36363636363636,77.9090909090909,73.0,76.5,75.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6093,4769,4769,2011/2012,26,8689,9851,2.63,3.1,2.75,4-2-2-2,4-2-3-1,A
0,0,0,2,3,1.5,3,1.5,10,6,9,34,1.36,25,1.0,1,2,0,2,0.666666666667,4,1.33333333333,10,6,9,34,1.36,25,1.0,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,182.187272727,77.3168181818,181.725454545,76.9869330909,77.45454545454545,80.45454545454545,77.4,79.25,74.0,73.0909090909091,79.45454545454545,71.8,75.5,73.5,6 days 00:00:00.000000000,6 days 00:00:00.000000000,6094,4769,4769,2011/2012,26,8592,9941,1.57,3.6,6.5,4-2-2-2,4-2-3-1,A
0,0,1,1,0,0.0,3,1.5,5,12,8,22,0.88,35,1.4,1,2,0,3,1.0,4,1.33333333333,5,12,8,22,0.88,35,1.4,35,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover,182.88,80.9043185455,182.88,77.3580538182,69.63636363636364,74.0,70.6,70.0,68.25,79.45454545454545,82.0,78.2,79.75,82.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6095,4769,4769,2011/2012,26,8481,9748,3.6,3.2,2.1,4-2-3-1,4-2-2-2,H
0,1,0,1,5,2.5,3,1.5,15,3,7,44,1.76,25,1.0,1,0,2,5,1.66666666667,4,1.33333333333,15,3,7,44,1.76,25,1.0,35,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,65,Balanced,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,184.496363636,76.9456974545,181.725454545,74.84268,79.0909090909091,82.0909090909091,80.0,79.0,78.0,67.18181818181819,70.0,68.8,66.5,65.5,8 days 00:00:00.000000000,8 days 00:00:00.000000000,6096,4769,4769,2011/2012,26,9847,8576,1.25,5.5,12.0,4-2-3-1,4-2-3-1,H
0,2,0,0,8,4.0,2,1.0,12,6,7,33,1.32,26,1.04,1,1,1,1,0.333333333333,3,1.0,12,6,7,33,1.32,26,1.04,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,35,Balanced,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,182.649090909,79.2136574545,180.801818182,75.4612145455,72.45454545454545,78.0,71.4,72.5,73.75,68.54545454545455,72.18181818181819,67.4,71.75,65.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6097,4769,4769,2011/2012,26,9853,4087,1.62,3.6,6.0,4-2-3-1,4-2-2-2,A
0,0,1,1,0,0.0,1,0.5,4,13,8,22,0.88,40,1.6,0,2,1,1,0.333333333333,4,1.33333333333,4,13,8,22,0.88,40,1.6,50,Balanced,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,65,Normal,Cover,181.263636364,75.4612145455,183.110909091,75.5849214545,69.27272727272727,74.45454545454545,71.0,68.66666666666667,67.0,69.9090909090909,74.81818181818181,71.4,68.33333333333333,69.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6098,4769,4769,2011/2012,26,9874,9873,2.9,3.1,2.5,4-1-4-1,4-1-4-1,D
0,1,0,2,3,1.0,2,0.666666666667,6,12,8,28,1.07692307692,47,1.80769230769,0,2,0,1,0.5,7,3.5,6,12,8,28,1.07692307692,47,1.80769230769,65,Balanced,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover,181.032727273,74.5540305455,183.572727273,78.5126516364,67.0909090909091,70.72727272727273,68.6,66.5,65.5,76.45454545454545,80.45454545454545,76.0,78.66666666666667,75.0,5 days 00:00:00.000000000,6 days 00:00:00.000000000,6099,4769,4769,2011/2012,27,8576,8592,4.0,3.2,2.0,4-2-3-1,4-1-4-1,H
0,1,0,1,2,1.0,1,0.5,5,6,15,22,0.846153846154,22,0.846153846154,0,1,2,0,0.0,1,0.333333333333,5,6,15,22,0.846153846154,22,0.846153846154,65,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,50,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,181.956363636,76.5333410909,181.263636364,76.203456,68.72727272727273,73.18181818181819,71.5,67.2,67.0,74.9090909090909,78.63636363636364,74.16666666666667,76.25,74.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6100,4769,4769,2011/2012,27,8521,9827,3.0,3.0,2.5,3-2-3-2,5-4-1,A
0,1,1,1,5,1.66666666667,3,1.0,7,13,6,31,1.19230769231,45,1.73076923077,0,1,1,2,1.0,3,1.5,7,13,6,31,1.19230769231,45,1.73076923077,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,35,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,180.570909091,71.7500072727,184.727272727,78.2652378182,67.72727272727273,73.0909090909091,65.8,69.5,69.25,78.18181818181819,81.45454545454545,78.6,77.5,78.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6101,4769,4769,2011/2012,27,9836,9847,4.5,3.4,1.83,4-2-3-1,4-2-3-1,A
0,2,0,0,4,2.0,0,0.0,8,9,9,37,1.42307692308,37,1.42307692308,1,1,1,5,1.66666666667,5,1.66666666667,8,9,9,37,1.42307692308,37,1.42307692308,35,Balanced,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,181.494545455,75.9148065455,179.416363636,73.935496,69.45454545454545,72.81818181818181,67.4,73.5,70.0,69.18181818181819,75.27272727272727,69.4,61.5,72.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6102,4769,4769,2011/2012,27,4087,9874,1.83,3.4,4.5,4-2-3-1,4-2-3-1,A
0,0,1,1,5,2.5,6,3.0,12,10,4,41,1.57692307692,34,1.30769230769,0,2,1,2,0.666666666667,5,1.66666666667,12,10,4,41,1.57692307692,34,1.30769230769,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover,65,Balanced,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,181.956363636,75.749864,177.107272727,76.3271629091,78.0,82.0909090909091,77.6,78.5,78.25,77.36363636363636,80.0909090909091,74.6,77.5,80.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6103,4769,4769,2011/2012,27,9748,8639,2.5,3.1,2.9,4-2-3-1,4-2-3-1,H
0,3,0,0,5,1.66666666667,0,0.0,16,4,6,49,1.88461538462,26,1.0,0,0,2,3,1.5,3,1.5,16,4,6,49,1.88461538462,26,1.0,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover,180.109090909,76.9044618182,180.801818182,75.296272,75.27272727272727,78.81818181818181,75.6,74.5,75.25,70.0909090909091,73.81818181818181,69.4,70.0,71.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6104,4769,4769,2011/2012,27,10249,7819,1.5,4.2,6.5,4-2-3-1,4-2-3-1,H
0,1,0,1,1,0.5,0,0.0,6,12,8,25,0.961538461538,30,1.15384615385,1,1,1,3,1.0,5,1.66666666667,6,12,8,25,0.961538461538,30,1.15384615385,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,35,Balanced,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,182.187272727,77.8941170909,182.88,80.9043185455,71.18181818181819,74.45454545454545,71.8,69.33333333333333,72.0,69.63636363636364,74.0,70.6,69.33333333333333,68.33333333333333,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6105,4769,4769,2011/2012,27,9831,8481,2.0,3.2,4.0,4-1-4-1,4-1-4-1,D
